Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hainan,China,3/24/20,168,6,168
Illinois,US,3/25/20,1867,19,0
,UK,3/25/20,2,0,0
,Russia,3/25/20,2,0,0
,Italy,3/25/20,2,0,0
"Toronto, ON",Canada,3/25/20,2,0,0
,India,3/25/20,3,0,0
British Columbia,Canada,3/25/20,4,0,0
Victoria,Australia,3/25/20,4,0,0
Queensland,Australia,3/25/20,5,0,0
,United Arab Emirates,3/25/20,8,0,0
,UK,3/25/20,9,0,1
Macau,Macau,3/25/20,10,0,3
,France,3/25/20,11,0,2
,Vietnam,3/25/20,16,0,7
,Germany,3/25/20,16,0,1
Qinghai,Mainland China,3/25/20,18,0,13
Taiwan,Taiwan,3/25/20,23,1,2
,Thailand,3/25/20,35,0,15
Hong Kong,Hong Kong,3/25/20,68,2,5
Ningxia,Mainland China,3/25/20,71,0,48
Xinjiang,Mainland China,3/25/20,76,2,28
,Singapore,3/25/20,89,0,51
Jilin,Mainland China,3/25/20,93,1,63
Liaoning,Mainland China,3/25/20,121,1,88
Shanxi,Mainland China,3/25/20,133,0,107
Tianjin,Mainland China,3/25/20,136,3,102
Guizhou,Mainland China,3/25/20,146,2,112
Hainan,Mainland China,3/25/20,168,5,149
,France,3/25/20,191,3,12
Shaanxi,Mainland China,3/25/20,245,1,216
,France,3/25/20,285,4,12
Shanghai,Mainland China,3/25/20,339,3,303
,Japan,3/25/20,420,6,46
Heilongjiang,Mainland China,3/25/20,481,13,403
Sichuan,Mainland China,3/25/20,539,3,464
Chongqing,Mainland China,3/25/20,576,6,542
Jiangsu,Mainland China,3/25/20,631,0,627
Diamond Princess,Cruise Ship,3/25/20,696,7,325
Shandong,China,3/25/20,760,6,734
Beijing,China,3/25/20,436,8,342
United Kingdom,United Kingdom,3/25/20,1140,21,18
Zhejiang,China,3/25/20,1231,1,1211
Netherlands,Netherlands,3/25/20,1413,24,2
United Kingdom,United Kingdom,3/25/20,1950,55,52
,Switzerland,3/25/20,3028,28,15
,"Korea, South",3/25/20,8565,91,1540
France,France,3/25/20,12612,450,12
,Iran,3/25/20,20610,1556,7635
South Carolina,US,3/25/20,424,7,0
Louisiana,US,3/25/20,1795,65,0
Virginia,US,3/25/20,396,9,0
Idaho,US,3/25/20,91,0,0
Iowa,US,3/25/20,146,1,0
Kentucky,US,3/25/20,197,5,0
Missouri,US,3/25/20,354,8,0
Oklahoma,US,3/25/20,164,5,0
Colorado,US,3/25/20,1021,16,0
Indiana,US,3/25/20,477,14,0
Mississippi,US,3/25/20,377,3,0
Nebraska,US,3/25/20,71,0,0
North Dakota,US,3/25/20,45,0,0
Ohio,US,3/25/20,704,11,0
Pennsylvania,US,3/25/20,1260,15,0
Washington,US,3/25/20,2591,133,0
Wisconsin,US,3/25/20,621,7,0
Vermont,US,3/25/20,125,8,0
Minnesota,US,3/25/20,286,1,0
Florida,US,3/25/20,1682,23,0
North Carolina,US,3/25/20,590,2,0
California,US,3/25/20,2998,65,0
New York,US,3/25/20,30841,285,0
Wyoming,US,3/25/20,44,0,0
Michigan,US,3/25/20,2297,43,0
Alaska,US,3/25/20,41,1,0
Maryland,US,3/25/20,425,4,0
Kansas,US,3/25/20,134,3,0
Tennessee,US,3/25/20,916,3,0
Texas,US,3/25/20,1229,15,0
Maine,US,3/25/20,142,0,0
Arizona,US,3/25/20,401,6,0
Georgia,US,3/25/20,1247,40,0
Arkansas,US,3/25/20,280,2,0
New Jersey,US,3/25/20,4402,62,0
South Dakota,US,3/25/20,41,1,0
Alabama,US,3/25/20,381,1,0
Oregon,US,3/25/20,266,10,0
West Virginia,US,3/25/20,55,0,0
Massachusetts,US,3/25/20,1838,15,0
Utah,US,3/25/20,340,1,0
Montana,US,3/25/20,65,0,0
New Hampshire,US,3/25/20,108,1,0
New Mexico,US,3/25/20,113,1,0
Rhode Island,US,3/25/20,132,0,0
Nevada,US,3/25/20,323,6,0
District of Columbia,US,3/25/20,187,2,0
Connecticut,US,3/25/20,875,19,0
Hawaii,US,3/25/20,91,0,0
Delaware,US,3/25/20,119,0,0
Alberta,Canada,3/25/20,358,2,0
American Samoa,US,3/25/20,0,0,0
Aruba,Netherlands,3/25/20,17,0,1
Australian Capital Territory,Australia,3/25/20,39,0,0
Beijing,China,3/25/20,561,8,403
Bermuda,United Kingdom,3/25/20,7,0,0
British Columbia,Canada,3/25/20,617,13,0
Cayman Islands,United Kingdom,3/25/20,8,1,0
Channel Islands,United Kingdom,3/25/20,46,0,0
Curacao,Netherlands,3/25/20,6,1,0
Diamond Princess,Canada,3/25/20,0,1,0
Diamond Princess,US,3/25/20,49,0,0
Faroe Islands,Denmark,3/25/20,132,0,38
French Guiana,France,3/25/20,28,0,6
French Polynesia,France,3/25/20,25,0,0
Fujian,China,3/25/20,322,1,295
Gibraltar,United Kingdom,3/25/20,26,0,5
Grand Princess,Canada,3/25/20,13,0,0
Grand Princess,US,3/25/20,28,1,0
Greenland,Denmark,3/25/20,6,0,2
Guadeloupe,France,3/25/20,73,1,0
Guam,US,3/25/20,37,1,0
Guangdong,China,3/25/20,1433,8,1336
Hong Kong,China,3/25/20,410,4,102
Hubei,China,3/25/20,67801,3163,60811
Inner Mongolia,China,3/25/20,77,1,74
Isle of Man,United Kingdom,3/25/20,23,0,0
Jiangsu,China,3/25/20,638,0,631
Jilin,China,3/25/20,94,1,92
Macau,China,3/25/20,30,0,10
Manitoba,Canada,3/25/20,35,0,0
Martinique,France,3/25/20,66,1,0
Mayotte,France,3/25/20,36,0,0
Montserrat,United Kingdom,3/25/20,1,0,0
New Brunswick,Canada,3/25/20,18,0,0
New Caledonia,France,3/25/20,14,0,0
New South Wales,Australia,3/25/20,1029,7,4
Newfoundland and Labrador,Canada,3/25/20,35,0,0
Northern Mariana Islands,US,3/25/20,0,0,0
Northern Territory,Australia,3/25/20,6,0,0
Nova Scotia,Canada,3/25/20,68,0,0
Ontario,Canada,3/25/20,688,8,0
Prince Edward Island,Canada,3/25/20,5,0,0
Puerto Rico,US,3/25/20,51,2,0
Quebec,Canada,3/25/20,1342,6,0
Queensland,Australia,3/25/20,443,0,8
Recovered,Canada,3/25/20,0,0,183
Reunion,France,3/25/20,111,0,1
Saint Barthelemy,France,3/25/20,3,0,0
Saskatchewan,Canada,3/25/20,72,0,0
Shaanxi,China,3/25/20,250,3,240
Shandong,China,3/25/20,769,7,752
Shanghai,China,3/25/20,433,5,330
Sichuan,China,3/25/20,547,3,536
Sint Maarten,Netherlands,3/25/20,3,0,0
South Australia,Australia,3/25/20,170,0,6
St Martin,France,3/25/20,11,0,0
Tasmania,Australia,3/25/20,36,0,3
Victoria,Australia,3/25/20,466,0,97
Virgin Islands,US,3/25/20,17,0,0
Western Australia,Australia,3/25/20,175,1,1
Zhejiang,China,3/25/20,1241,1,1221
,Afghanistan,3/25/20,84,2,2
,Albania,3/25/20,146,5,17
,Algeria,3/25/20,302,21,65
,Andorra,3/25/20,188,1,1
,Angola,3/25/20,3,0,0
,Antigua and Barbuda,3/25/20,3,0,0
,Argentina,3/25/20,387,8,52
,Armenia,3/25/20,265,0,16
,Austria,3/25/20,5588,30,9
,Azerbaijan,3/25/20,93,2,10
,Bahamas,3/25/20,5,0,1
,Bahrain,3/25/20,419,4,177
,Bangladesh,3/25/20,39,5,7
,Barbados,3/25/20,18,0,0
,Belarus,3/25/20,86,0,29
,Belgium,3/25/20,4937,178,547
,Belize,3/25/20,2,0,0
,Benin,3/25/20,6,0,0
,Bhutan,3/25/20,2,0,0
,Bolivia,3/25/20,32,0,0
,Bosnia and Herzegovina,3/25/20,176,3,2
,Brazil,3/25/20,2554,59,2
,Brunei,3/25/20,109,0,2
,Bulgaria,3/25/20,242,3,4
,Burkina Faso,3/25/20,146,4,10
,Cabo Verde,3/25/20,4,1,0
,Cambodia,3/25/20,96,0,10
,Cameroon,3/25/20,75,1,2
,Central African Republic,3/25/20,3,0,0
,Chad,3/25/20,3,0,0
,Chile,3/25/20,1142,3,22
,Colombia,3/25/20,470,4,8
,Congo (Brazzaville),3/25/20,4,0,0
,Congo (Kinshasa),3/25/20,48,2,0
,Costa Rica,3/25/20,201,2,2
,Cote d'Ivoire,3/25/20,80,0,3
,Croatia,3/25/20,442,1,22
,Cuba,3/25/20,57,1,1
,Cyprus,3/25/20,132,3,3
,Czechia,3/25/20,1654,6,10
,Denmark,3/25/20,1724,34,1
,Diamond Princess,3/25/20,712,10,587
,Djibouti,3/25/20,11,0,0
,Dominica,3/25/20,7,0,0
,Dominican Republic,3/25/20,392,10,3
,Ecuador,3/25/20,1173,28,3
,Egypt,3/25/20,456,21,95
,El Salvador,3/25/20,9,0,0
,Equatorial Guinea,3/25/20,9,0,0
,Eritrea,3/25/20,4,0,0
,Estonia,3/25/20,404,1,8
,Eswatini,3/25/20,4,0,0
,Ethiopia,3/25/20,12,0,0
,Fiji,3/25/20,5,0,0
,Finland,3/25/20,880,3,10
,France,3/25/20,25233,1331,3900
,Gabon,3/25/20,6,1,0
,Gambia,3/25/20,3,1,0
,Georgia,3/25/20,75,0,10
,Germany,3/25/20,37323,206,3547
,Ghana,3/25/20,93,4,0
,Greece,3/25/20,821,22,36
,Grenada,3/25/20,1,0,0
,Guatemala,3/25/20,24,1,4
,Guinea,3/25/20,4,0,0
,Guinea-Bissau,3/25/20,2,0,0
,Guyana,3/25/20,5,1,0
,Haiti,3/25/20,8,0,0
,Holy See,3/25/20,4,0,0
,Honduras,3/25/20,36,0,0
,Hungary,3/25/20,226,10,21
,Iceland,3/25/20,737,2,56
,India,3/25/20,657,12,43
,Indonesia,3/25/20,790,58,31
,Iran,3/25/20,27017,2077,9625
,Iraq,3/25/20,346,29,103
,Ireland,3/25/20,1564,9,5
,Israel,3/25/20,2369,5,58
,Italy,3/25/20,74386,7503,9362
,Jamaica,3/25/20,26,1,2
,Japan,3/25/20,1307,45,310
,Jordan,3/25/20,172,0,1
,Kazakhstan,3/25/20,81,0,0
,Kenya,3/25/20,28,0,1
,"Korea, South",3/25/20,9137,126,3730
,Kuwait,3/25/20,195,0,43
,Kyrgyzstan,3/25/20,44,0,0
,Laos,3/25/20,3,0,0
,Latvia,3/25/20,221,0,1
,Lebanon,3/25/20,333,6,20
,Liberia,3/25/20,3,0,0
,Libya,3/25/20,1,0,0
,Liechtenstein,3/25/20,51,0,0
,Lithuania,3/25/20,274,4,1
,Luxembourg,3/25/20,1333,8,6
,Madagascar,3/25/20,19,0,0
,Malaysia,3/25/20,1796,20,199
,Maldives,3/25/20,13,0,8
,Mali,3/25/20,2,0,0
,Malta,3/25/20,129,0,2
,Mauritania,3/25/20,2,0,0
,Mauritius,3/25/20,48,2,0
,Mexico,3/25/20,405,5,4
,Moldova,3/25/20,149,1,2
,Monaco,3/25/20,31,0,1
,Mongolia,3/25/20,10,0,0
,Montenegro,3/25/20,52,1,0
,Morocco,3/25/20,225,6,7
,Mozambique,3/25/20,5,0,0
,Namibia,3/25/20,7,0,2
,Nepal,3/25/20,3,0,1
,Netherlands,3/25/20,6412,356,3
,New Zealand,3/25/20,205,0,22
,Nicaragua,3/25/20,2,0,0
,Niger,3/25/20,7,1,0
,Nigeria,3/25/20,51,1,2
,North Macedonia,3/25/20,177,3,1
,Norway,3/25/20,3084,14,6
,Oman,3/25/20,99,0,17
,Pakistan,3/25/20,1063,8,21
,Panama,3/25/20,443,8,1
,Papua New Guinea,3/25/20,1,0,0
,Paraguay,3/25/20,37,3,0
,Peru,3/25/20,480,9,1
,Philippines,3/25/20,636,38,26
,Poland,3/25/20,1051,14,7
,Portugal,3/25/20,2995,43,22
,Qatar,3/25/20,537,0,41
,Romania,3/25/20,906,17,86
,Russia,3/25/20,658,3,29
,Rwanda,3/25/20,41,0,0
,Saint Kitts and Nevis,3/25/20,2,0,0
,Saint Lucia,3/25/20,3,0,0
,Saint Vincent and the Grenadines,3/25/20,1,0,0
,San Marino,3/25/20,208,21,4
,Saudi Arabia,3/25/20,900,2,29
,Senegal,3/25/20,99,0,9
,Serbia,3/25/20,384,4,15
,Seychelles,3/25/20,7,0,0
,Singapore,3/25/20,631,2,160
,Slovakia,3/25/20,216,0,7
,Slovenia,3/25/20,528,5,10
,Somalia,3/25/20,1,0,0
,South Africa,3/25/20,709,0,12
,Spain,3/25/20,49515,3647,5367
,Sri Lanka,3/25/20,102,0,3
,Sudan,3/25/20,3,1,0
,Suriname,3/25/20,8,0,0
,Sweden,3/25/20,2526,62,16
,Switzerland,3/25/20,10897,153,131
,Syria,3/25/20,5,0,0
,Taiwan*,3/25/20,235,2,29
,Tanzania,3/25/20,12,0,0
,Thailand,3/25/20,934,4,70
,Timor-Leste,3/25/20,1,0,0
,Togo,3/25/20,23,0,1
,Trinidad and Tobago,3/25/20,60,1,0
,Tunisia,3/25/20,173,5,2
,Turkey,3/25/20,2433,59,26
,Uganda,3/25/20,14,0,0
,Ukraine,3/25/20,145,5,1
,United Arab Emirates,3/25/20,333,2,52
,United Kingdom,3/25/20,9529,465,135
,Uruguay,3/25/20,189,0,0
,Uzbekistan,3/25/20,60,0,0
,Venezuela,3/25/20,91,0,15
,Vietnam,3/25/20,141,0,17
,Zambia,3/25/20,12,0,0
,Zimbabwe,3/25/20,3,1,0
Gansu,China,3/25/20,136,2,121
Jilin,China,3/25/20,95,1,92
Shanxi,China,3/25/20,135,0,133
Sichuan,China,3/25/20,547,3,536
Yunnan,China,3/25/20,178,2,172
Jilin,China,3/25/20,95,1,92
Shanxi,China,3/25/20,135,0,133
Shanxi,China,3/25/20,135,0,133
,Cambodia,3/26/20,1,0,0
Illinois,US,3/26/20,2540,26,0
,UK,3/26/20,2,0,0
,Philippines,3/26/20,2,1,0
,Italy,3/26/20,2,0,0
,Italy,3/26/20,3,0,0
,India,3/26/20,3,0,0
British Columbia,Canada,3/26/20,4,0,0
New South Wales,Australia,3/26/20,4,0,2
Queensland,Australia,3/26/20,5,0,0
,United Arab Emirates,3/26/20,8,0,1
,UK,3/26/20,9,0,1
Macau,Macau,3/26/20,10,0,3
,France,3/26/20,12,1,4
,Vietnam,3/26/20,16,0,7
,Germany,3/26/20,16,0,1
,Malaysia,3/26/20,22,0,15
Taiwan,Taiwan,3/26/20,24,1,2
,Thailand,3/26/20,35,0,17
Hong Kong,Hong Kong,3/26/20,69,2,6
Inner Mongolia,Mainland China,3/26/20,75,0,27
Hong Kong,Hong Kong,3/26/20,79,2,19
Gansu,Mainland China,3/26/20,91,2,80
Jilin,Mainland China,3/26/20,93,1,65
Liaoning,Mainland China,3/26/20,121,1,93
Shanxi,Mainland China,3/26/20,133,0,112
Tianjin,Mainland China,3/26/20,136,3,109
Guizhou,Mainland China,3/26/20,146,2,112
Yunnan,Mainland China,3/26/20,174,2,168
,France,3/26/20,204,4,12
,Germany,3/26/20,262,0,16
Hebei,Mainland China,3/26/20,318,6,304
,Spain,3/26/20,400,5,2
,Japan,3/26/20,461,6,76
,Japan,3/26/20,502,6,76
Sichuan,Mainland China,3/26/20,539,3,466
,Japan,3/26/20,581,10,101
,Switzerland,3/26/20,652,4,4
,Norway,3/26/20,702,0,1
Shanghai,China,3/26/20,346,3,324
,Norway,3/26/20,1090,3,1
,Norway,3/26/20,1221,3,1
Guangdong,China,3/26/20,1361,8,1306
New York,US,3/26/20,44948,432,0
United Kingdom,United Kingdom,3/26/20,2626,71,65
,"Korea, South",3/26/20,8652,94,1540
France,France,3/26/20,14282,562,12
South Carolina,US,3/26/20,424,9,0
Louisiana,US,3/26/20,2304,83,0
Virginia,US,3/26/20,466,10,0
Idaho,US,3/26/20,146,3,0
Iowa,US,3/26/20,179,1,0
Kentucky,US,3/26/20,247,5,0
Missouri,US,3/26/20,520,9,0
Oklahoma,US,3/26/20,248,7,0
Colorado,US,3/26/20,1430,16,0
Indiana,US,3/26/20,645,17,0
Mississippi,US,3/26/20,485,6,0
Nebraska,US,3/26/20,74,0,0
North Dakota,US,3/26/20,51,0,0
Ohio,US,3/26/20,868,15,0
Pennsylvania,US,3/26/20,1795,18,0
Washington,US,3/26/20,3207,150,0
Wisconsin,US,3/26/20,728,10,0
Vermont,US,3/26/20,158,9,0
Minnesota,US,3/26/20,344,2,0
Florida,US,3/26/20,2357,29,0
North Carolina,US,3/26/20,738,3,0
California,US,3/26/20,3899,81,0
Wyoming,US,3/26/20,53,0,0
Michigan,US,3/26/20,2845,61,0
Alaska,US,3/26/20,56,1,0
Maryland,US,3/26/20,583,4,0
Kansas,US,3/26/20,172,3,0
Tennessee,US,3/26/20,1097,3,0
Texas,US,3/26/20,1563,21,0
Maine,US,3/26/20,155,0,0
Arizona,US,3/26/20,508,8,0
Georgia,US,3/26/20,1525,48,0
Arkansas,US,3/26/20,335,2,0
New Jersey,US,3/26/20,6876,81,0
South Dakota,US,3/26/20,92,2,0
Alabama,US,3/26/20,517,1,0
Oregon,US,3/26/20,316,11,0
West Virginia,US,3/26/20,52,0,0
Massachusetts,US,3/26/20,2417,25,0
Utah,US,3/26/20,396,1,0
Montana,US,3/26/20,90,0,0
New Hampshire,US,3/26/20,137,1,0
New Mexico,US,3/26/20,113,1,0
Rhode Island,US,3/26/20,165,0,0
Nevada,US,3/26/20,420,10,0
District of Columbia,US,3/26/20,231,3,0
Connecticut,US,3/26/20,1012,21,0
Hawaii,US,3/26/20,95,0,0
Delaware,US,3/26/20,130,1,0
Alberta,Canada,3/26/20,486,2,0
American Samoa,US,3/26/20,0,0,0
Aruba,Netherlands,3/26/20,28,0,1
Australian Capital Territory,Australia,3/26/20,53,0,1
Beijing,China,3/26/20,566,8,406
Bermuda,United Kingdom,3/26/20,15,0,2
British Columbia,Canada,3/26/20,725,14,0
Cayman Islands,United Kingdom,3/26/20,8,1,0
Channel Islands,United Kingdom,3/26/20,66,1,0
Curacao,Netherlands,3/26/20,6,1,2
Diamond Princess,Canada,3/26/20,0,1,0
Diamond Princess,US,3/26/20,49,0,0
Faroe Islands,Denmark,3/26/20,140,0,47
French Guiana,France,3/26/20,28,0,6
French Polynesia,France,3/26/20,30,0,0
Fujian,China,3/26/20,328,1,295
Gibraltar,United Kingdom,3/26/20,35,0,13
Grand Princess,Canada,3/26/20,13,0,0
Grand Princess,US,3/26/20,28,1,0
Greenland,Denmark,3/26/20,6,0,2
Guadeloupe,France,3/26/20,73,1,0
Guam,US,3/26/20,45,1,0
Guangdong,China,3/26/20,1448,8,1336
Heilongjiang,China,3/26/20,484,13,469
Henan,China,3/26/20,1275,22,1250
Hong Kong,China,3/26/20,453,4,110
Hubei,China,3/26/20,67801,3169,61201
Inner Mongolia,China,3/26/20,89,1,74
Isle of Man,United Kingdom,3/26/20,25,0,0
Jiangsu,China,3/26/20,640,0,631
Liaoning,China,3/26/20,128,2,124
Macau,China,3/26/20,31,0,10
Manitoba,Canada,3/26/20,36,0,0
Martinique,France,3/26/20,66,1,0
Mayotte,France,3/26/20,36,0,0
Montserrat,United Kingdom,3/26/20,5,0,0
New Brunswick,Canada,3/26/20,33,0,0
New Caledonia,France,3/26/20,14,0,0
New South Wales,Australia,3/26/20,1219,7,4
Newfoundland and Labrador,Canada,3/26/20,82,0,0
Northern Mariana Islands,US,3/26/20,0,0,0
Northern Territory,Australia,3/26/20,12,0,0
Northwest Territories,Canada,3/26/20,1,0,0
Nova Scotia,Canada,3/26/20,73,0,0
Ontario,Canada,3/26/20,858,13,0
Prince Edward Island,Canada,3/26/20,5,0,0
Puerto Rico,US,3/26/20,64,2,0
Quebec,Canada,3/26/20,1632,8,0
Queensland,Australia,3/26/20,493,1,8
Recovered,Canada,3/26/20,0,0,184
Reunion,France,3/26/20,135,0,1
Saint Barthelemy,France,3/26/20,3,0,0
Saskatchewan,Canada,3/26/20,95,0,0
Shaanxi,China,3/26/20,253,3,242
Shandong,China,3/26/20,771,7,752
Shanghai,China,3/26/20,451,5,331
Sint Maarten,Netherlands,3/26/20,3,0,0
South Australia,Australia,3/26/20,235,0,6
St Martin,France,3/26/20,11,0,0
Tasmania,Australia,3/26/20,47,0,3
Tianjin,China,3/26/20,151,3,133
Victoria,Australia,3/26/20,520,3,149
Virgin Islands,US,3/26/20,17,0,0
Western Australia,Australia,3/26/20,231,2,1
Yukon,Canada,3/26/20,3,0,0
Zhejiang,China,3/26/20,1243,1,1222
,Afghanistan,3/26/20,94,4,2
,Albania,3/26/20,174,6,17
,Algeria,3/26/20,367,25,29
,Andorra,3/26/20,224,3,1
,Angola,3/26/20,4,0,0
,Antigua and Barbuda,3/26/20,7,0,0
,Argentina,3/26/20,502,9,63
,Armenia,3/26/20,290,1,18
,Austria,3/26/20,6909,49,112
,Azerbaijan,3/26/20,122,3,15
,Bahamas,3/26/20,9,0,1
,Bahrain,3/26/20,458,4,204
,Bangladesh,3/26/20,44,5,11
,Barbados,3/26/20,18,0,0
,Belarus,3/26/20,86,0,29
,Belgium,3/26/20,6235,220,675
,Belize,3/26/20,2,0,0
,Benin,3/26/20,6,0,0
,Bhutan,3/26/20,2,0,0
,Bolivia,3/26/20,43,0,0
,Bosnia and Herzegovina,3/26/20,191,3,2
,Brazil,3/26/20,2985,77,6
,Brunei,3/26/20,114,0,5
,Bulgaria,3/26/20,264,3,8
,Burkina Faso,3/26/20,152,7,10
,Cabo Verde,3/26/20,4,1,0
,Cambodia,3/26/20,96,0,10
,Cameroon,3/26/20,75,1,2
,Central African Republic,3/26/20,3,0,0
,Chad,3/26/20,3,0,0
,Chile,3/26/20,1306,4,22
,Colombia,3/26/20,491,6,8
,Congo (Brazzaville),3/26/20,4,0,0
,Congo (Kinshasa),3/26/20,51,3,0
,Costa Rica,3/26/20,231,2,2
,Cote d'Ivoire,3/26/20,96,0,3
,Croatia,3/26/20,495,3,22
,Cuba,3/26/20,67,2,1
,Cyprus,3/26/20,146,3,4
,Czechia,3/26/20,1925,9,10
,Denmark,3/26/20,1877,41,1
,Diamond Princess,3/26/20,712,10,597
,Djibouti,3/26/20,11,0,0
,Dominica,3/26/20,11,0,0
,Dominican Republic,3/26/20,488,10,3
,Ecuador,3/26/20,1403,34,3
,Egypt,3/26/20,495,24,102
,El Salvador,3/26/20,13,0,0
,Equatorial Guinea,3/26/20,12,0,0
,Eritrea,3/26/20,6,0,0
,Estonia,3/26/20,538,1,8
,Eswatini,3/26/20,6,0,0
,Ethiopia,3/26/20,12,0,0
,Fiji,3/26/20,5,0,0
,Finland,3/26/20,958,5,10
,France,3/26/20,29155,1696,4948
,Gabon,3/26/20,7,1,0
,Gambia,3/26/20,3,1,0
,Georgia,3/26/20,79,0,11
,Germany,3/26/20,43938,267,5673
,Ghana,3/26/20,132,4,1
,Greece,3/26/20,892,26,36
,Grenada,3/26/20,7,0,0
,Guatemala,3/26/20,25,1,4
,Guinea,3/26/20,4,0,0
,Guinea-Bissau,3/26/20,2,0,0
,Guyana,3/26/20,5,1,0
,Haiti,3/26/20,8,0,0
,Holy See,3/26/20,4,0,0
,Honduras,3/26/20,52,1,0
,Hungary,3/26/20,261,10,28
,Iceland,3/26/20,802,2,82
,India,3/26/20,727,20,45
,Indonesia,3/26/20,893,78,35
,Iran,3/26/20,29406,2234,10457
,Iraq,3/26/20,382,36,105
,Ireland,3/26/20,1819,19,5
,Israel,3/26/20,2693,8,68
,Italy,3/26/20,80589,8215,10361
,Jamaica,3/26/20,26,1,2
,Japan,3/26/20,1387,47,359
,Jordan,3/26/20,212,0,1
,Kazakhstan,3/26/20,111,1,2
,Kenya,3/26/20,31,1,1
,"Korea, South",3/26/20,9241,131,4144
,Kosovo,3/26/20,71,1,0
,Kuwait,3/26/20,208,0,49
,Kyrgyzstan,3/26/20,44,0,0
,Laos,3/26/20,6,0,0
,Latvia,3/26/20,244,0,1
,Lebanon,3/26/20,368,6,23
,Liberia,3/26/20,3,0,0
,Libya,3/26/20,1,0,0
,Liechtenstein,3/26/20,56,0,0
,Lithuania,3/26/20,299,4,1
,Luxembourg,3/26/20,1453,9,6
,Madagascar,3/26/20,23,0,0
,Malaysia,3/26/20,2031,23,215
,Maldives,3/26/20,13,0,8
,Mali,3/26/20,4,0,0
,Malta,3/26/20,134,0,2
,Mauritania,3/26/20,3,0,0
,Mauritius,3/26/20,81,2,0
,Mexico,3/26/20,475,6,4
,Moldova,3/26/20,177,1,2
,Monaco,3/26/20,33,0,1
,Mongolia,3/26/20,11,0,0
,Montenegro,3/26/20,69,1,0
,Morocco,3/26/20,275,11,8
,Mozambique,3/26/20,7,0,0
,Namibia,3/26/20,8,0,2
,Nepal,3/26/20,3,0,1
,Netherlands,3/26/20,7431,434,3
,New Zealand,3/26/20,283,0,27
,Nicaragua,3/26/20,2,0,0
,Niger,3/26/20,10,1,0
,Nigeria,3/26/20,65,1,2
,North Macedonia,3/26/20,201,3,3
,Norway,3/26/20,3369,14,6
,Oman,3/26/20,109,0,23
,Pakistan,3/26/20,1201,9,21
,Panama,3/26/20,558,8,2
,Papua New Guinea,3/26/20,1,0,0
,Paraguay,3/26/20,41,3,0
,Peru,3/26/20,580,9,14
,Philippines,3/26/20,707,45,28
,Poland,3/26/20,1221,16,7
,Portugal,3/26/20,3544,60,43
,Qatar,3/26/20,549,0,43
,Romania,3/26/20,1029,23,94
,Russia,3/26/20,840,3,38
,Rwanda,3/26/20,50,0,0
,Saint Kitts and Nevis,3/26/20,2,0,0
,Saint Lucia,3/26/20,3,0,0
,Saint Vincent and the Grenadines,3/26/20,1,0,0
,San Marino,3/26/20,208,21,4
,Saudi Arabia,3/26/20,1012,3,33
,Senegal,3/26/20,105,0,9
,Serbia,3/26/20,384,1,0
,Seychelles,3/26/20,7,0,0
,Singapore,3/26/20,683,2,172
,Slovakia,3/26/20,226,0,2
,Slovenia,3/26/20,562,6,10
,Somalia,3/26/20,2,0,0
,South Africa,3/26/20,927,0,12
,Spain,3/26/20,57786,4365,7015
,Sri Lanka,3/26/20,106,0,7
,Sudan,3/26/20,3,1,0
,Suriname,3/26/20,8,0,0
,Sweden,3/26/20,2840,77,16
,Switzerland,3/26/20,11811,191,131
,Syria,3/26/20,5,0,0
,Taiwan*,3/26/20,252,2,29
,Tanzania,3/26/20,13,0,0
,Thailand,3/26/20,1045,4,88
,Timor-Leste,3/26/20,1,0,0
,Togo,3/26/20,23,0,1
,Trinidad and Tobago,3/26/20,65,1,0
,Tunisia,3/26/20,197,6,2
,Turkey,3/26/20,3629,75,26
,Uganda,3/26/20,14,0,0
,Ukraine,3/26/20,196,5,1
,United Arab Emirates,3/26/20,333,2,52
,United Kingdom,3/26/20,11658,578,135
,Uruguay,3/26/20,217,0,0
,Uzbekistan,3/26/20,75,0,0
,Venezuela,3/26/20,107,0,15
,Vietnam,3/26/20,153,0,20
,West Bank and Gaza,3/26/20,84,1,17
,Zambia,3/26/20,16,0,0
,Zimbabwe,3/26/20,3,1,0
Heilongjiang,China,3/26/20,484,13,469
Henan,China,3/26/20,1275,22,1250
Macau,China,3/26/20,33,0,10
Shaanxi,China,3/26/20,253,3,242
Yunnan,China,3/26/20,180,2,172
Heilongjiang,China,3/26/20,484,13,469
Shaanxi,China,3/26/20,253,3,242
Yunnan,China,3/26/20,180,2,172
Heilongjiang,China,3/26/20,484,13,469
Shaanxi,China,3/26/20,253,3,242
Yunnan,China,3/26/20,180,2,172
British Columbia,Canada,3/27/20,1,0,0
California,US,3/27/20,2,0,0
Illinois,US,3/27/20,3026,34,0
,Russia,3/27/20,2,0,0
,Philippines,3/27/20,2,1,0
,Philippines,3/27/20,3,1,0
,Italy,3/27/20,3,0,0
,India,3/27/20,3,0,0
Victoria,Australia,3/27/20,4,0,0
New South Wales,Australia,3/27/20,4,0,2
Queensland,Australia,3/27/20,5,0,0
,United Arab Emirates,3/27/20,8,0,1
,UK,3/27/20,9,0,1
Macau,Macau,3/27/20,10,0,3
,France,3/27/20,12,1,4
,Vietnam,3/27/20,16,0,7
